"Name","Status","Latitude","Longitude","Maximum.Wind","diff","rapid_int","i","n","persistence","product","Initial.Max","speed","speed_z","speed_m","Jday","Maximum.Wind_p","Latitude_p","Longitude_p"
107,1,30.8,-76.4,100,0,"0",27,48,0,0,100,1.05698255987128,1.16442873633732,0.999929226087176,16,100,29.8,-75.6
107,1,31.7,-77.3,100,0,"0",28,48,0,0,100,1.03127224497815,1.19154217329515,0.999929226087176,16,100,30.8,-76.4
107,1,32.7,-77.8,100,0,"0",29,48,0,0,100,0.994575842292955,1.21720369552502,0.999929226087176,16,100,31.7,-77.3
107,1,33.4,-77.8,100,0,"0",30,48,0,0,100,0.930426707089279,1.24138206667008,0.999929226087176,16,100,32.7,-77.8
107,1,34,-77.7,95,-5,"0",31,48,0,0,100,0.726822182280855,1.26185015193703,0.999929226087176,15,100,33.4,-77.8
107,1,36.7,-74.3,65,-10,"0",37,48,15,1500,100,0.604224357116216,1.33271263698975,0.999929226087176,14,75,36.2,-75.1
107,3,37.3,-73.2,60,0,"0",38,48,0,0,100,0.652824967210689,1.33906122584003,0.999929226087176,14,65,36.7,-74.3
107,3,41.6,-64.8,45,-15,"0",42,48,0,0,100,1.39983199827677,1.37278012269446,0.999929226087176,13,45,40.2,-67.8
107,3,42.9,-61.5,45,0,"0",43,48,0,0,100,1.81420272628375,1.38237216221693,0.999929226087176,12,45,41.6,-64.8
107,3,44.3,-57,45,0,"0",44,48,0,0,100,2.2537529036915,1.39142944927043,0.999929226087176,12,45,42.9,-61.5
107,3,44.5,-53.5,45,0,"0",45,48,0,0,100,2.61931451610225,1.40125958312414,0.999929226087176,12,45,44.3,-57
151,2,10.1,-26.2,30,5,"0",5,12,0,0,30,1.4522971233907,0.464121447071921,0.999929226087176,78,30,10.2,-24.5
151,2,9.9,-27.8,30,0,"0",6,12,0,0,30,1.47356845002803,0.478052408516822,0.999929226087176,78,30,10.1,-26.2
151,2,9.9,-29.3,30,0,"0",7,12,0,0,30,1.35415374072521,0.491930913822781,0.999929226087176,78,30,9.9,-27.8
151,2,10.1,-30.1,30,0,"0",8,12,0,0,30,1.26960920683465,0.487310690183868,0.999929226087176,78,30,9.9,-29.3
151,2,10.1,-32.6,30,0,"0",9,12,0,0,30,0.943611897407817,0.478052408516822,0.999929226087176,77,30,10.1,-30.1
151,2,10,-34.2,30,0,"0",10,12,0,0,30,1.35117934443375,0.478052408516822,0.999929226087176,77,30,10.1,-32.6
151,2,9.8,-36.2,30,0,"0",11,12,0,0,30,1.67582021893591,0.487310690183868,0.999929226087176,77,30,10,-34.2
151,2,9.7,-38.2,25,-5,"0",12,12,0,0,30,1.47671127934405,0.487310690183868,0.999929226087176,77,30,9.8,-36.2
151,2,13.1,-48.5,25,0,"0",5,5,0,0,25,1.33876250050329,0.546890289031935,0.999929226087176,61,25,12.5,-46.9
106,2,30.3,-91.6,15,-5,"0",9,20,0,0,35,0.217477129119591,1.2437171850255,0.999929226087176,36,15,30.6,-91.5
106,2,30,-91.7,20,5,"0",10,20,0,0,35,0.219456299673063,1.24138206667008,0.999929226087176,35,15,30.3,-91.6
106,2,29.7,-92.2,20,5,"0",11,20,5,175,35,0.259095261275053,1.2366664936156,0.999929226087176,35,20,30,-91.7
106,2,29.4,-92.7,25,10,"0",12,20,5,175,35,0.329379947880879,1.22948014218437,0.999929226087176,35,20,29.7,-92.2
106,2,29,-93.2,25,10,"0",13,20,5,175,35,0.438096007717951,1.22215896835478,0.999929226087176,35,25,29.4,-92.7
106,2,28.6,-93.8,25,5,"0",14,20,5,175,35,0.463914581669212,1.21470377484886,0.999929226087176,34,25,29,-93.2
106,2,28.2,-94.4,25,5,"0",15,20,0,0,35,0.51923555878166,1.20711532948765,0.999929226087176,34,25,28.6,-93.8
106,2,27.7,-95.3,20,-5,"0",16,20,0,0,35,0.5489668804529,1.19679166119563,0.999929226087176,34,25,28.2,-94.4
106,2,27.2,-97.1,20,-5,"0",19,20,0,0,35,0.560340012331789,1.16163878870533,0.999929226087176,33,20,27,-96.6
106,2,27.5,-97.7,20,0,"0",20,20,0,0,35,0.389989675075311,1.13881258535205,0.999929226087176,33,20,27.2,-97.1
107,2,13.6,-61.6,30,5,"0",5,43,5,150,30,1.66338478596909,0.627500402075128,0.999929226087176,37,30,13.6,-59.5
107,2,20.3,-83.5,25,5,"0",21,43,5,150,30,0.827586821944646,0.845378039650075,0.999929226087176,33,25,19.7,-82.7
107,2,20.9,-84.3,25,5,"0",22,43,5,150,30,0.825840835464361,0.868857554024551,0.999929226087176,33,25,20.3,-83.5
107,2,21.5,-85.5,25,5,"0",23,43,0,0,30,0.797340766954777,0.895767867410432,0.999929226087176,32,25,20.9,-84.3
107,2,22,-86.6,30,5,"0",24,43,0,0,30,0.921476189089084,0.918408711779069,0.999929226087176,32,25,21.5,-85.5
107,3,22.5,-87.6,35,10,"0",25,43,5,150,30,0.998743252287219,0.940646659495711,0.999929226087176,32,30,22,-86.6
107,3,22.9,-88.3,40,15,"0",26,43,10,350,35,0.908320720269693,0.962471938292294,0.999929226087176,32,35,22.5,-87.6
107,3,23.1,-89,45,20,"0",27,43,10,400,40,0.751385722288405,0.980337494068379,0.999929226087176,31,40,22.9,-88.3
107,3,23.4,-89.8,45,15,"0",28,43,10,450,45,0.59062159285644,0.997904402352163,0.999929226087176,31,45,23.1,-89
107,3,24,-90.6,50,15,"0",29,43,5,225,45,0.608794664813154,1.01173924656044,0.999929226087176,31,45,23.4,-89.8
107,3,24.4,-90.6,45,5,"0",30,43,5,250,50,0.714109704242086,1.01858294039211,0.999929226087176,31,50,24,-90.6
107,3,24.7,-90.6,40,-5,"0",31,43,0,0,50,0.5141297566948,1.02875513852911,0.999929226087176,30,45,24.4,-90.6
107,3,26.4,-89.6,55,10,"0",34,43,5,250,50,0.421721541512149,1.07151697814355,0.999929226087176,30,45,25.7,-90.4
107,3,27,-88.8,50,10,"0",35,43,15,825,55,0.622544203998155,1.0873809640139,0.999929226087176,29,55,26.4,-89.6
107,3,27.7,-88.1,45,5,"0",36,43,5,275,55,0.803124488912796,1.10291370489775,0.999929226087176,29,50,27,-88.8
107,2,37.1,-74.9,25,-5,"0",42,43,0,0,55,2.23057736611355,1.26623018718725,0.999929226087176,28,25,35.5,-76.5
151,3,40,-65.1,40,10,"0",5,13,0,0,30,0.824715645679826,1.36563205761348,0.999929226087176,56,30,39.1,-66.4
151,3,41.1,-63.7,45,15,"0",6,13,10,400,40,1.06994836256909,1.37278012269446,0.999929226087176,56,40,40,-65.1
151,3,42.4,-62.1,40,10,"0",7,13,15,675,45,1.19293531518272,1.38137357602438,0.999929226087176,55,45,41.1,-63.7
151,3,43.7,-60.1,35,5,"0",8,13,0,0,45,1.36705976096029,1.38975333079225,0.999929226087176,55,40,42.4,-62.1
51,2,22.3,-85.8,30,5,"0",7,23,0,0,25,0.733260269398748,0.891955915043481,0.999929226087176,102,25,21.2,-85.8
51,3,23.6,-85.7,40,15,"0",8,23,5,150,30,0.916232186016987,0.910906052971105,0.999929226087176,102,30,22.3,-85.8
51,3,24.3,-85.2,50,25,"0",9,23,15,600,40,0.99669429872953,0.951611493275764,0.999929226087176,101,40,23.6,-85.7
51,3,25.1,-84.6,45,20,"0",10,23,20,1000,50,0.860886947946016,0.990913810390878,0.999929226087176,101,50,24.3,-85.2
51,3,27,-83.2,40,10,"0",11,23,5,250,50,0.748602246524691,1.03547402653719,0.999929226087176,101,45,25.1,-84.6
106,3,14,-27.8,40,10,"0",5,73,5,200,40,1.01747560264037,0.623084174532101,0.999929226087176,68,40,13.4,-26.5
106,3,14.8,-29.2,45,10,"0",6,73,5,200,40,1.09997863865112,0.627500402075128,0.999929226087176,68,40,14,-27.8
106,3,15.4,-30.8,45,10,"0",7,73,5,225,45,1.23221364356794,0.636309857430269,0.999929226087176,68,45,14.8,-29.2
106,3,15.8,-32.6,45,5,"0",8,73,5,225,45,1.33697711375703,0.662550630849773,0.999929226087176,67,45,15.4,-30.8
106,3,16.3,-34.4,45,5,"0",9,73,0,0,45,1.4227595763459,0.697084046247536,0.999929226087176,67,45,15.8,-32.6
106,3,16.4,-36.4,45,0,"0",10,73,0,0,45,1.48483713882308,0.722628859675927,0.999929226087176,67,45,16.3,-34.4
106,3,16.6,-38.4,45,0,"0",11,73,0,0,45,1.53537492149604,0.739483230013843,0.999929226087176,67,45,16.4,-36.4
106,3,16.8,-40.3,45,0,"0",12,73,0,0,45,1.59681306107021,0.760348104265244,0.999929226087176,66,45,16.6,-38.4
106,3,17,-42.3,45,0,"0",13,73,0,0,45,1.55980523515013,0.764493500379003,0.999929226087176,66,45,16.8,-40.3
106,3,17.6,-44.3,45,0,"0",14,73,0,0,45,1.5581904919778,0.772756232236787,0.999929226087176,66,45,17,-42.3
106,3,18.4,-46.2,45,0,"0",15,73,0,0,45,1.62002781932939,0.780981305961558,0.999929226087176,66,45,17.6,-44.3
106,3,18.8,-47.9,55,10,"0",16,73,0,0,45,1.64756861868394,0.789168302741827,0.999929226087176,65,45,18.4,-46.2
106,1,19.1,-49.4,65,20,"0",17,73,10,550,55,1.50397297668716,0.8134969225084,0.999929226087176,65,55,18.8,-47.9
106,1,19.4,-50.7,80,35,"1",18,73,20,1300,65,1.29055719494604,0.845378039650075,0.999929226087176,65,65,19.1,-49.4
106,1,19.9,-51.6,100,55,"1",19,73,25,2000,80,1.12584143129276,0.861072895480958,0.999929226087176,65,80,19.4,-50.7
106,1,20.6,-52.2,105,50,"1",20,73,35,3500,100,0.922392844709954,0.872734073162655,0.999929226087176,64,100,19.9,-51.6
106,1,21.1,-52.9,105,40,"1",21,73,25,2625,105,0.768185139785707,0.884299482617302,0.999929226087176,64,105,20.6,-52.2
106,1,21.8,-53.5,90,10,"0",22,73,5,525,105,0.709441873519846,0.903359000145354,0.999929226087176,64,105,21.1,-52.9
106,1,25.2,-58.6,90,20,"0",28,73,20,2100,105,0.841022303238779,1.02198613274623,0.999929226087176,62,85,24.5,-57.8
106,1,25.7,-59.1,90,25,"0",29,73,25,2625,105,0.838176526347495,1.0421424477609,0.999929226087176,62,90,25.2,-58.6
106,1,26.3,-59.8,80,15,"0",30,73,5,525,105,0.697588561591572,1.06507970596057,0.999929226087176,62,90,25.7,-59.1
106,1,28.3,-61.8,75,-5,"0",34,73,0,0,105,0.52473352737506,1.13881258535205,0.999929226087176,61,75,27.8,-61.5
106,1,28.8,-62.1,80,5,"0",35,73,0,0,105,0.475023871761531,1.15318417138387,0.999929226087176,61,75,28.3,-61.8
106,1,29.3,-62.3,80,5,"0",36,73,5,525,105,0.469327943455808,1.16442873633732,0.999929226087176,60,80,28.8,-62.1
106,1,29.5,-62.5,80,5,"0",37,73,5,525,105,0.453065752154431,1.17816491553909,0.999929226087176,60,80,29.3,-62.3
106,1,29.7,-62.5,75,0,"0",38,73,0,0,105,0.324651049388641,1.19154217329515,0.999929226087176,60,80,29.5,-62.5
106,3,29.9,-62.7,60,-15,"0",42,73,0,0,105,0.0414981556629807,1.21968874839335,0.999929226087176,59,65,29.8,-62.5
106,3,31.6,-63.8,55,-5,"0",46,73,0,0,105,0.430657888842903,1.22461432050838,0.999929226087176,58,55,31,-63.5
106,3,32.5,-64.1,60,5,"0",47,73,0,0,105,0.519907230357666,1.23428603891655,0.999929226087176,58,55,31.6,-63.8
106,3,33.5,-63.8,60,5,"0",48,73,5,525,105,0.657491492472754,1.24603715636541,0.999929226087176,57,60,32.5,-64.1
106,3,34.3,-63.5,60,5,"0",49,73,5,525,105,0.788464957551849,1.25963704732861,0.999929226087176,57,60,33.5,-63.8
106,3,35.3,-63,60,5,"0",50,73,0,0,105,0.775345180416716,1.27899905145427,0.999929226087176,57,60,34.3,-63.5
106,3,36.2,-62.5,60,0,"0",51,73,0,0,105,0.795599990671295,1.29903104925876,0.999929226087176,57,60,35.3,-63
106,3,36.7,-61.8,60,0,"0",52,73,0,0,105,0.858194008420573,1.31391815733204,0.999929226087176,56,60,36.2,-62.5
106,3,36.8,-61.3,60,0,"0",53,73,0,0,105,0.706975516200976,1.33108485633755,0.999929226087176,56,60,36.7,-61.8
106,3,36.8,-60.9,60,0,"0",54,73,0,0,105,0.471414869110523,1.34514872062815,0.999929226087176,56,60,36.8,-61.3
106,3,36.3,-60.7,60,0,"0",55,73,0,0,105,0.302117413162315,1.35238916854332,0.999929226087176,56,60,36.8,-60.9
106,3,35.7,-60.3,55,-5,"0",56,73,0,0,105,0.288202147532215,1.35378792911319,0.999929226087176,55,60,36.3,-60.7
106,3,33.7,-56,50,-5,"0",60,73,0,0,105,0.771632546619878,1.32441165368268,0.999929226087176,54,50,33.9,-57.8
106,3,34.4,-54.4,55,5,"0",61,73,0,0,105,1.02825947532301,1.31391815733204,0.999929226087176,54,50,33.7,-56
106,3,35.5,-53,55,5,"0",62,73,5,525,105,1.18588082022318,1.30660200924031,0.999929226087176,54,55,34.4,-54.4
106,1,36.9,-51.5,65,15,"0",63,73,5,525,105,1.26799204307493,1.30284827167027,0.999929226087176,54,55,35.5,-53
106,1,38.6,-49.7,65,15,"0",64,73,10,1050,105,1.42554070048993,1.31570721530829,0.999929226087176,53,65,36.9,-51.5
106,1,40.4,-48,65,10,"0",65,73,10,1050,105,1.68777776391,1.33432418869677,0.999929226087176,53,65,38.6,-49.7
106,1,42.1,-46.3,65,10,"0",66,73,0,0,105,1.84253067020507,1.35517011172831,0.999929226087176,53,65,40.4,-48
106,1,43.7,-44.3,65,0,"0",67,73,0,0,105,1.80679719196339,1.37612848564453,0.999929226087176,53,65,42.1,-46.3
106,3,45.3,-42.4,60,-5,"0",68,73,0,0,105,1.78153551872447,1.39303782499032,0.999929226087176,52,65,43.7,-44.3
1,2,14.4,-27.9,25,0,"0",5,26,0,0,25,0.763691716303715,0.679883632917198,0.999929226087176,31,25,14.4,-26.8
1,2,14.5,-29,25,0,"0",6,26,0,0,25,0.844079788151795,0.679883632917198,0.999929226087176,31,25,14.4,-27.9
1,2,14.6,-30,25,0,"0",7,26,0,0,25,0.88504855669448,0.679883632917198,0.999929226087176,31,25,14.5,-29
1,2,14.6,-31,30,5,"0",8,26,0,0,25,0.847772118124283,0.679883632917198,0.999929226087176,30,25,14.6,-30
1,2,14.5,-32.1,30,5,"0",9,26,5,150,30,0.804413599711161,0.684196309319678,0.999929226087176,30,30,14.6,-31
1,3,14.4,-33.3,35,10,"0",10,26,5,150,30,0.844529504627415,0.688500644393345,0.999929226087176,30,30,14.5,-32.1
1,3,14.3,-34.4,35,10,"0",11,26,5,175,35,0.927771188814887,0.688500644393345,0.999929226087176,30,35,14.4,-33.3
1,2,14.1,-35.3,30,0,"0",12,26,5,175,35,0.928185260181842,0.684196309319678,0.999929226087176,29,35,14.3,-34.4
1,2,14.5,-44.7,30,5,"0",20,26,0,0,35,1.08530315246197,0.684196309319678,0.999929226087176,27,25,14.6,-43.2
1,3,14.4,-46.1,35,10,"0",21,26,5,175,35,1.16558144429005,0.688500644393345,0.999929226087176,27,30,14.5,-44.7
1,3,14.4,-47.6,35,10,"0",22,26,10,350,35,1.16805777550379,0.688500644393345,0.999929226087176,27,35,14.4,-46.1
1,3,14.4,-49.2,35,10,"0",23,26,5,175,35,1.16610711391656,0.684196309319678,0.999929226087176,27,35,14.4,-47.6
1,3,14.4,-50.7,35,5,"0",24,26,0,0,35,1.24601745586024,0.679883632917198,0.999929226087176,26,35,14.4,-49.2
1,3,14.5,-52.6,35,0,"0",25,26,0,0,35,1.24601745586024,0.679883632917198,0.999929226087176,26,35,14.4,-50.7
1,2,14.6,-54.8,30,-5,"0",26,26,0,0,35,1.36692074534999,0.679883632917198,0.999929226087176,26,35,14.5,-52.6
10,2,24.7,-95,30,5,"0",5,12,5,150,30,0.929052014979362,0.983874950405536,0.999929226087176,65,30,23.7,-93.7
10,2,26.1,-96.6,30,5,"0",6,12,0,0,30,1.14885153907632,1.00829895448863,0.999929226087176,65,30,24.7,-95
10,2,26.1,-97.8,25,-5,"0",7,12,0,0,30,1.4775454191336,1.03881460657377,0.999929226087176,65,30,26.1,-96.6
14,2,27.8,-78.2,30,10,"0",7,29,5,125,25,0.453065752154431,1.20455639129256,0.999929226087176,56,25,28.3,-78.3
14,3,27.5,-78.1,35,15,"0",8,29,10,300,30,0.429213778048444,1.19154217329515,0.999929226087176,55,30,27.8,-78.2
14,3,27.1,-78,40,20,"0",9,29,10,350,35,0.339991409983177,1.17816491553909,0.999929226087176,55,35,27.5,-78.1
14,3,27.4,-77.5,45,20,"0",10,29,10,400,40,0.299678576690532,1.16442873633732,0.999929226087176,55,40,27.1,-78
14,3,27.8,-77.1,60,30,"1",11,29,10,450,45,0.22481901663597,1.15601648877812,0.999929226087176,55,45,27.4,-77.5
14,3,28.4,-76.8,60,25,"0",12,29,20,1200,60,0.440713535623354,1.14460310789382,0.999929226087176,54,60,27.8,-77.1
14,3,29,-76.6,50,10,"0",13,29,15,900,60,0.487968111302562,1.15318417138387,0.999929226087176,54,60,28.4,-76.8
14,3,30.9,-74.7,45,-5,"0",17,29,0,0,60,0.526138034135314,1.20965957437969,0.999929226087176,53,45,30.5,-75.3
14,3,31.4,-74.1,45,0,"0",18,29,0,0,60,0.542529967129559,1.22215896835478,0.999929226087176,53,45,30.9,-74.7
14,3,31.9,-73.4,45,0,"0",19,29,0,0,60,0.567338076927886,1.23428603891655,0.999929226087176,53,45,31.4,-74.1
14,3,32.4,-72.7,45,0,"0",20,29,0,0,60,0.619861774882612,1.2437171850255,0.999929226087176,52,45,31.9,-73.4
14,3,33,-72,40,-5,"0",21,29,0,0,60,0.644569167644667,1.2551648735509,0.999929226087176,52,45,32.4,-72.7
52,3,30.1,-79.8,55,15,"0",10,31,5,250,50,0.75486568904594,1.24834191088791,0.999929226087176,106,50,30.3,-78.9
52,3,30.1,-80.7,60,15,"0",11,31,10,550,55,0.690696517827582,1.23903183620011,0.999929226087176,105,55,30.1,-79.8
52,3,30.2,-81.7,50,5,"0",12,31,10,600,60,0.650890402417656,1.22948014218437,0.999929226087176,105,60,30.1,-80.7
52,2,31.7,-82.7,25,-5,"0",18,31,0,0,60,0.299080368620753,1.2366664936156,0.999929226087176,104,25,31.3,-83
52,2,32,-81.8,25,0,"0",19,31,0,0,60,0.448508816579409,1.24138206667008,0.999929226087176,103,25,31.7,-82.7
52,3,32.6,-80.6,35,10,"0",20,31,0,0,60,0.513885821944342,1.25290583928257,0.999929226087176,103,25,32,-81.8
52,3,33.7,-78.9,40,15,"0",21,31,10,600,60,0.826946527540607,1.26185015193703,0.999929226087176,103,35,32.6,-80.6
51,2,16,-87,30,5,"0",7,21,0,0,25,0.90411992139605,0.697084046247536,0.999929226087176,86,25,15.6,-85.9
51,2,16.3,-87.9,30,5,"0",8,21,5,150,30,0.925853638444835,0.718393070082554,0.999929226087176,86,30,16,-87
51,2,16.6,-88.6,30,5,"0",9,21,5,150,30,0.849228881805995,0.731073914135063,0.999929226087176,85,30,16.3,-87.9
51,2,17,-89.3,25,0,"0",10,21,0,0,30,0.684191195256144,0.747856528104606,0.999929226087176,85,30,16.6,-88.6
51,2,18.2,-91.3,30,0,"0",12,21,0,0,30,0.791737463175764,0.772756232236787,0.999929226087176,85,30,17.6,-90.3
51,2,18.8,-92.2,30,0,"0",13,21,5,150,30,0.934776062852482,0.789168302741827,0.999929226087176,84,30,18.2,-91.3
51,2,19.2,-93.1,30,5,"0",14,21,0,0,30,0.899433294734334,0.8134969225084,0.999929226087176,84,30,18.8,-92.2
51,3,19.5,-94,35,5,"0",15,21,0,0,30,0.820239988547963,0.837468575282891,0.999929226087176,84,30,19.2,-93.1
51,3,19.6,-94.8,40,10,"0",16,21,5,175,35,0.763076854861381,0.861072895480958,0.999929226087176,84,35,19.5,-94
51,3,19.6,-95.4,40,10,"0",17,21,10,400,40,0.685801214588364,0.876599877706843,0.999929226087176,83,40,19.6,-94.8
51,3,19.6,-95.9,40,10,"0",18,21,5,200,40,0.549049796655188,0.888133073577828,0.999929226087176,83,40,19.6,-95.4
51,3,19.6,-96.5,40,5,"0",19,21,0,0,40,0.430029371660153,0.891955915043481,0.999929226087176,83,40,19.6,-95.9
51,2,19.6,-97,30,-10,"0",20,21,0,0,40,0.430029371660153,0.891955915043481,0.999929226087176,83,40,19.6,-96.5
10,2,11.4,-41.6,30,10,"0",9,17,5,125,25,1.56204566545565,0.514941080122412,0.999929226087176,52,25,11.2,-39.9
10,2,11.6,-43.1,30,10,"0",10,17,5,150,30,1.47484041384211,0.528672373190142,0.999929226087176,52,30,11.4,-41.6
10,2,11.9,-44.4,30,5,"0",11,17,5,150,30,1.31227342375474,0.537794471321492,0.999929226087176,51,30,11.6,-43.1
10,2,12.1,-45.7,30,5,"0",12,17,0,0,30,1.15676396992367,0.546890289031935,0.999929226087176,51,30,11.9,-44.4
10,2,12.4,-47.2,30,0,"0",13,17,0,0,30,1.07614296994425,0.555959547113812,0.999929226087176,51,30,12.1,-45.7
10,2,12.8,-48.8,30,0,"0",14,17,0,0,30,1.15470663947659,0.569512251982629,0.999929226087176,51,30,12.4,-47.2
10,2,13.2,-50.4,30,0,"0",15,17,0,0,30,1.28932518448313,0.578512894782297,0.999929226087176,50,30,12.8,-48.8
10,2,13.7,-52.2,30,0,"0",16,17,0,0,30,1.33679953176303,0.591960826977059,0.999929226087176,50,30,13.2,-50.4
10,2,14,-55,30,0,"0",17,17,0,0,30,1.42322878426002,0.609790015955554,0.999929226087176,50,30,13.7,-52.2
151,2,27,-76.8,30,10,"0",5,17,5,150,30,1.1142424283808,1.04876005319067,0.999929226087176,49,30,26.2,-76.2
151,2,28.2,-77.4,30,5,"0",6,17,5,150,30,0.945551245156142,1.08423453800323,0.999929226087176,49,30,27,-76.8
151,2,29.3,-77.8,30,5,"0",7,17,0,0,30,0.940728728823071,1.11811045426491,0.999929226087176,49,30,28.2,-77.4
151,2,30.8,-77.7,30,0,"0",8,17,0,0,30,1.02217157711349,1.14171477446297,0.999929226087176,49,30,29.3,-77.8
151,2,31.8,-77.4,30,0,"0",9,17,0,0,30,1.08437735772418,1.17544623566206,0.999929226087176,48,30,30.8,-77.7
151,2,33,-76.8,30,0,"0",10,17,0,0,30,1.04725296473472,1.20455639129256,0.999929226087176,48,30,31.8,-77.4
151,2,34,-75.8,30,0,"0",11,17,0,0,30,0.966439516637622,1.24138206667008,0.999929226087176,48,30,33,-76.8
151,2,35.1,-73.9,25,-5,"0",12,17,0,0,30,1.06966812841243,1.26404786522324,0.999929226087176,48,30,34,-75.8
151,2,37,-68.2,25,-5,"0",15,17,0,0,30,1.43531520300869,1.3277806081976,0.999929226087176,47,25,36.5,-70
151,2,37.2,-66,20,-5,"0",16,17,0,0,30,1.33370496909397,1.34213767543116,0.999929226087176,47,25,37,-68.2
104,3,19.6,-79.7,40,10,"0",5,11,5,175,35,0.862182495133281,0.845378039650075,0.999929226087176,127,35,19,-80.6
104,3,20.3,-78.7,45,15,"0",6,11,10,400,40,0.887279834447815,0.853246285986593,0.999929226087176,126,40,19.6,-79.7
104,2,21.1,-77.4,30,0,"0",7,11,10,450,45,0.917809229828228,0.868857554024551,0.999929226087176,126,45,20.3,-78.7
104,2,23.4,-72.8,30,-15,"0",10,11,20,1000,50,1.36588300930548,0.947968112532959,0.999929226087176,125,50,23,-74.5
104,2,24,-71,25,-5,"0",11,11,0,0,50,1.43733780104963,0.994415179138105,0.999929226087176,125,30,23.4,-72.8
52,3,14.9,-26.3,45,15,"0",5,37,5,200,40,0.919412814115074,0.658197050525243,0.999929226087176,13,40,14.5,-24.9
52,3,15.3,-27.7,45,10,"0",6,37,10,450,45,1.13440931734804,0.666896149053148,0.999929226087176,13,45,14.9,-26.3
52,3,15.7,-29.1,50,15,"0",7,37,5,225,45,1.17091000624983,0.684196309319678,0.999929226087176,12,45,15.3,-27.7
52,3,16,-30.6,50,10,"0",8,37,5,250,50,1.16888323834965,0.701363078127102,0.999929226087176,12,50,15.7,-29.1
52,3,16.3,-32.1,50,5,"0",9,37,5,250,50,1.19466828781489,0.718393070082554,0.999929226087176,12,50,16,-30.6
52,3,16.7,-33.6,55,10,"0",10,37,0,0,50,1.22232867090427,0.735283039396998,0.999929226087176,12,50,16.3,-32.1
52,3,17,-35,55,5,"0",11,37,5,275,55,1.22939074111556,0.747856528104606,0.999929226087176,11,55,16.7,-33.6
52,3,17.2,-36.4,60,10,"0",12,37,5,275,55,1.18900094080193,0.760348104265244,0.999929226087176,11,55,17,-35
52,3,17.7,-37.8,60,10,"0",13,37,5,300,60,1.13066053193294,0.77687346327794,0.999929226087176,11,60,17.2,-36.4
52,3,18,-39,60,5,"0",14,37,5,300,60,1.14647345460096,0.789168302741827,0.999929226087176,11,60,17.7,-37.8
52,3,18.3,-40,60,5,"0",15,37,0,0,60,1.08068427895944,0.797316838667064,0.999929226087176,10,60,18,-39
52,3,18.6,-40.9,60,0,"0",16,37,0,0,60,0.903261202679968,0.817517268491866,0.999929226087176,10,60,18.3,-40
52,3,18.8,-41.7,60,0,"0",17,37,0,0,60,0.788903475731863,0.829518346597487,0.999929226087176,10,60,18.6,-40.9
52,3,19,-42.4,60,0,"0",18,37,0,0,60,0.700258160026486,0.841428472808175,0.999929226087176,10,60,18.8,-41.7
52,3,19.2,-43.2,55,-5,"0",19,37,0,0,60,0.61219314264167,0.853246285986593,0.999929226087176,9,60,19,-42.4
52,2,20,-49.8,30,-5,"0",25,37,0,0,60,0.939556530828316,0.903359000145354,0.999929226087176,8,30,20.1,-48.6
52,2,20,-51,30,0,"0",26,37,0,0,60,0.936506308125319,0.910906052971105,0.999929226087176,8,30,20,-49.8
52,2,19.9,-51.9,30,0,"0",27,37,0,0,60,0.936506308125319,0.910906052971105,0.999929226087176,7,30,20,-51
52,2,19.9,-52.9,30,0,"0",28,37,0,0,60,0.820210494552682,0.907138075810453,0.999929226087176,7,30,19.9,-51.9
52,2,19.8,-53.8,30,0,"0",29,37,0,0,60,0.74230653831244,0.907138075810453,0.999929226087176,7,30,19.9,-52.9
52,2,19.7,-54.9,30,0,"0",30,37,0,0,60,0.742774248642054,0.903359000145354,0.999929226087176,7,30,19.8,-53.8
52,2,19.6,-55.9,30,0,"0",31,37,0,0,60,0.785289439333899,0.903359000145354,0.999929226087176,6,30,19.7,-54.9
52,2,19.4,-57,25,-5,"0",32,37,0,0,60,0.824636570620565,0.89956893067868,0.999929226087176,6,30,19.6,-55.9
52,2,19.7,-61,30,0,"0",35,37,5,300,60,1.05731249914423,0.884299482617302,0.999929226087176,5,30,19.5,-59.7
52,2,19.8,-62.3,30,5,"0",36,37,5,300,60,1.06315768924322,0.884299482617302,0.999929226087176,5,30,19.7,-61
52,2,20,-63.6,25,0,"0",37,37,0,0,60,1.02370530114334,0.888133073577828,0.999929226087176,5,30,19.8,-62.3
101,3,27.1,-92.4,55,25,"0",5,24,10,500,50,0.378629050669294,1.14747744604076,0.999929226087176,26,50,27,-92
101,3,27.3,-92.8,60,20,"0",6,24,10,550,55,0.332478996406675,1.14460310789382,0.999929226087176,26,55,27.1,-92.4
101,1,27.4,-93.3,65,20,"0",7,24,10,600,60,0.320566041115483,1.14171477446297,0.999929226087176,25,60,27.3,-92.8
101,1,27.7,-93.7,70,20,"0",8,24,10,650,65,0.354603940209812,1.14460310789382,0.999929226087176,25,65,27.4,-93.3
101,1,27.9,-94.2,75,20,"0",9,24,10,700,70,0.370541809478877,1.15033782380475,0.999929226087176,25,70,27.7,-93.7
101,1,28.1,-94.5,90,30,"1",10,24,10,750,75,0.390512426292983,1.15318417138387,0.999929226087176,25,75,27.9,-94.2
101,1,28.4,-94.8,95,30,"1",11,24,20,1800,90,0.337097149420577,1.16163878870533,0.999929226087176,24,90,28.1,-94.5
